Project,Source,Type,Published,Version,Links
Power,textPath along path - bl.ocks.org,Blocks,"Dec 23, 2020",6,https://bl.ocks.org/LuisSevillano/97ebf432ecf33a575e7509155aa6829b
Power,animation - Transition selected textpath from multiple textpaths on mouseover in D3.js v5 - Stack Overflow,Stackoverflow,"Dec 23, 2020",6,https://stackoverflow.com/questions/53525687/transition-selected-textpath-from-multiple-textpaths-on-mouseover-in-d3-js-v5
Power,d3.js graph with rotated axis text - bl.ocks.org,Blocks,"Dec 23, 2020",6,https://bl.ocks.org/d3noob/ccdcb7673cdb3a796e13
Power,Donut Chart 2 / oscar riojas / Observable,Observable,"Dec 23, 2020",6,https://observablehq.com/@oriojas/donut-chart-2
Power,"Donut chart with arced labels, step-wise tooltip, and dynamic text wrapping / Brady Sheridan / Observable",Observable,"Dec 23, 2020",6,https://observablehq.com/@bradysheridan/donut-chart-with-arced-labels-step-wise-tooltip-and-dynamic
Power,javascript - Horizontally Flipping Text Halfway Around a Circle with D3.js - Stack Overflow,Stackoverflow,"Dec 23, 2020",6,https://stackoverflow.com/questions/47510604/horizontally-flipping-text-halfway-around-a-circle-with-d3-js
AfricanAmericanWriters,2020 Timeline / Di / Observable,Observable,"Feb 20, 2021",6,https://observablehq.com/@didoesdigital/2020-timeline
AfricanAmericanWriters,Textures.js,Other,"Feb 20, 2021",6,https://riccardoscalco.it/textures/
AfricanAmericanWriters,Triangles - bl.ocks.org,Blocks,"Feb 20, 2021",6,http://bl.ocks.org/pstuffa/8e9e4218e19fee84638b
AfricanAmericanWriters,riccardoscalco/textures: Textures.js is a JavaScript library for creating SVG patterns,Other,"Feb 20, 2021",6,https://github.com/riccardoscalco/textures
AfricanAmericanWriters,Symbol types - bl.ocks.org,Blocks,"Feb 20, 2021",6,https://bl.ocks.org/d3indepth/bae221df69af953fb06351e1391e89a0
AfricanAmericanWriters,D3 Symbols - bl.ocks.org,Blocks,"Feb 20, 2021",6,http://bl.ocks.org/kiranml1/6972900
AfricanAmericanWriters,d3.js - Rotate D3 symbol - Stack Overflow,Stackoverflow,"Feb 20, 2021",6,https://stackoverflow.com/questions/19757955/rotate-d3-symbol
AfricanAmericanWriters,javascript - How to use d3.symbols with an ordinal scale - Stack Overflow,Stackoverflow,"Feb 20, 2021",6,https://stackoverflow.com/questions/53403371/how-to-use-d3-symbols-with-an-ordinal-scale
AfricanAmericanWriters,Symbols,Other,"Feb 20, 2021",6,http://using-d3js.com/05_10_symbols.html
AfricanAmericanWriters,Timeline + Bechdel Test Data / notanaccent / Observable,Observable,"Feb 20, 2021",6,https://observablehq.com/@notanaccent/timeline-bechdel-test-data
AfricanAmericanWriters,Making Data Viz Without SVG Using D3 and Flexbox,Other,"Feb 20, 2021",6,https://pudding.cool/process/flexbox-layout/
AfricanAmericanWriters,Waffle Chart - bl.ocks.org,Blocks,"Feb 20, 2021",6,https://bl.ocks.org/JulienAssouline/b98116bb991e13beb5418c45a2e64a14
AfricanAmericanWriters,modulo operation to create a grid / Sundar Singh / Observable,Observable,"Feb 20, 2021",6,https://observablehq.com/@eesur/modulo-operation-to-create-a-grid
AfricanAmericanWriters,Trump Golfs / Mike Bostock / Observable,Observable,"Feb 20, 2021",6,https://observablehq.com/@mbostock/trump-golfs
AfricanAmericanWriters,Chapter 1: Spokes / Maya Gans / Observable,Observable,"Feb 20, 2021",6,https://observablehq.com/@mayagans/chapter-1-spokes
AfricanAmericanWriters,Adding a glow filter - simple examples - bl.ocks.org,Blocks,"Feb 20, 2021",6,http://bl.ocks.org/nbremer/d3189be2788ad3ca825f665df36eed09
AfricanAmericanWriters,D3.js Waffle Chart with tooltip,Other,"Feb 20, 2021",6,https://codepen.io/evisat/pen/OGgrar
AfricanAmericanWriters,SVG swatches / Ben Ayre / Observable,Observable,"Feb 20, 2021",6,https://observablehq.com/@bayre/svg-swatches
AfricanAmericanWriters,D3.js curveStep() Method - GeeksforGeeks,Other,"Feb 20, 2021",6,https://www.geeksforgeeks.org/d3-js-curvestep-method/
AfricanAmericanWriters,Draw a curved line (path) with D3 / Harry Love / Observable,Observable,"Feb 20, 2021",6,https://observablehq.com/@harrylove/draw-a-curved-line-path-with-d3
AfricanAmericanWriters,Two sided horizontal barchart using d3.js | Jason Neylon's Blog,Other,"Feb 20, 2021",6,https://jasonneylon.wordpress.com/2013/09/05/two-sided-horizontal-barchart-using-d3-js/
AfricanAmericanWriters,javascript - d3.js histogram with positive and negative values - Stack Overflow,Stackoverflow,"Feb 20, 2021",6,https://stackoverflow.com/questions/15388481/d3-js-histogram-with-positive-and-negative-values/15391554
AfricanAmericanWriters,Horizontal Bar Chart with D3 V4,Other,"Feb 20, 2021",6,https://gist.github.com/ChandrakantThakkarDigiCorp/9587e667a3fab912537de03717af84a2
